Movie,URL,Year,Director,Cast,Genre
Shriek If You Know What I Did Last Friday the Thirteenth,https://en.wikipedia.org/wiki/Shriek_If_You_Know_What_I_Did_Last_Friday_the_Thirteenth,2000,John Blanchard,"Tiffani-Amber Thiessen, Tom Arnold, Majandra Delfino",Comedy
The Skulls,https://en.wikipedia.org/wiki/The_Skulls_(film),2000,Rob Cohen,"Joshua Jackson, Paul Walker",Thriller
Small Time Crooks,https://en.wikipedia.org/wiki/Small_Time_Crooks,2000,Woody Allen,"Woody Allen, Hugh Grant, Tracey Ullman",Comedy
The Smokers,https://en.wikipedia.org/wiki/The_Smokers_(film),2000,Kat Slater,"Dominique Swain, Busy Philipps, Keri Lynn Pratt, Nicholas M. Loeb, Oliver Hudson",Drama
Snatch,https://en.wikipedia.org/wiki/Snatch_(film),2000,Guy Ritchie,"Benicio del Toro, Jason Statham, Brad Pitt, Stephen Graham, Dennis Farina",Crime
Snow Day,https://en.wikipedia.org/wiki/Snow_Day_(film),2000,Chris Koch,"Chevy Chase, Chris Elliott, Mark Webber",Comedy
Songcatcher,https://en.wikipedia.org/wiki/Songcatcher,2000,Maggie Greenwald,"Janet McTeer, Aidan Quinn",Drama
Sound and Fury,https://en.wikipedia.org/wiki/Sound_and_Fury_(film),2000,Josh Aronson,"conflict between cochlear implants, deaf identity",Documentary
Space Cowboys,https://en.wikipedia.org/wiki/Space_Cowboys,2000,Clint Eastwood,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, Marcia Gay Harden, James Cromwell, Loren Dean, Courtney B. Vance, William Devane",Drama
The Specials,https://en.wikipedia.org/wiki/The_Specials_(film),2000,Craig Mazin,"Thomas Haden Church, Rob Lowe, Jamie Kennedy",Comedy
Steal This Movie!,https://en.wikipedia.org/wiki/Steal_This_Movie!,2000,Robert Greenwald,"Vincent D'Onofrio, Janeane Garofalo",Biography
Supernova,https://en.wikipedia.org/wiki/Supernova_(2000_film),2000,Walter Hill,"James Spader, Angela Bassett",Science fiction
 The Tao of Steve,https://en.wikipedia.org/wiki/The_Tao_of_Steve,2000,Jenniphr Goodman,Donal Logue,Comedy
Terror Tract,https://en.wikipedia.org/wiki/Terror_Tract,2000,Lance W. Dreesen,"John Ritter, David DeLuise, Allison Smith","Comedy, horror"
Things You Can Tell Just by Looking at Her,https://en.wikipedia.org/wiki/Things_You_Can_Tell_Just_by_Looking_at_Her,2000,Rodrigo García,"Glenn Close, Cameron Diaz, Calista Flockhart, Kathy Baker, Amy Brenneman",Romance
Thirteen Days,https://en.wikipedia.org/wiki/Thirteen_Days_(film),2000,Roger Donaldson,"Kevin Costner, Bruce Greenwood, Dylan Baker, Steven Culp, Len Cariou, Kevin Conway",Drama
Thomas & the Magic Railroad,https://en.wikipedia.org/wiki/Thomas_%26_the_Magic_Railroad,2000,Britt Allcroft,"Alec Baldwin, Peter Fonda, Mara Wilson",Family
Tigerland,https://en.wikipedia.org/wiki/Tigerland,2000,Joel Schumacher,"Colin Farrell, Matthew Davis, Clifton Collins, Jr.",War
The Tigger Movie,https://en.wikipedia.org/wiki/The_Tigger_Movie,2000,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, John Fiedler",Animation
Timecode,https://en.wikipedia.org/wiki/Timecode_(film),2000,Mike Figgis,"Salma Hayek, Stellan Skarsgård, Holly Hunter",Drama
Titan A.E.,https://en.wikipedia.org/wiki/Titan_A.E.,2000,"Don Bluth, Gary Goldman","Matt Damon, Nathan Lane",Animation
Traffic,https://en.wikipedia.org/wiki/Traffic_(2000_film),2000,Steven Soderbergh,"Michael Douglas, Don Cheadle, Benicio del Toro, Dennis Quaid, Catherine Zeta-Jones",Crime drama
Tripfall,https://en.wikipedia.org/wiki/Tripfall,2000,Serge Rodnunsky,"Eric Roberts, John Ritter, Rachel Hunter",Thriller
Turn It Up,https://en.wikipedia.org/wiki/Turn_It_Up_(film),2000,Robert Adetuyi,"Pras, Ja Rule",Musical
 U-571,https://en.wikipedia.org/wiki/U-571_(film),2000,Jonathan Mostow,"Matthew McConaughey, Harvey Keitel, Jon Bon Jovi",Action
Unbreakable,https://en.wikipedia.org/wiki/Unbreakable_(film),2000,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright Penn",Thriller
Under Suspicion,https://en.wikipedia.org/wiki/Under_Suspicion_(2000_film),2000,Stephen Hopkins,"Gene Hackman, Morgan Freeman, Monica Bellucci",Crime drama
Up at the Villa,https://en.wikipedia.org/wiki/Up_at_the_Villa_(film),2000,Philip Haas,"Kristin Scott Thomas, Sean Penn",Drama
Urban Legends: Final Cut,https://en.wikipedia.org/wiki/Urban_Legends:_Final_Cut,2000,John Ottman,"Jennifer Morrison, Matthew Davis, Hart Bochner,",Horror
 Vertical Limit,https://en.wikipedia.org/wiki/Vertical_Limit,2000,Martin Campbell,"Chris O'Donnell, Bill Paxton, Robin Tunney",Thriller
The Visit,https://en.wikipedia.org/wiki/The_Visit_(2000_film),2000,Jordan Walker-Pearlman,"Hill Harper, Billy Dee Williams, Rae Dawn Chong",Drama
 Waking the Dead,https://en.wikipedia.org/wiki/Waking_the_Dead_(film),2000,Keith Gordon,"Jennifer Connelly, Billy Crudup",Drama
The Watcher,https://en.wikipedia.org/wiki/The_Watcher_(film),2000,Joe Charbanic,"James Spader, Keanu Reeves, Marisa Tomei",Thriller
The Way of the Gun,https://en.wikipedia.org/wiki/The_Way_of_the_Gun,2000,Christopher McQuarrie,"Benicio del Toro, Ryan Phillippe",Crime drama
What Lies Beneath,https://en.wikipedia.org/wiki/What_Lies_Beneath,2000,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Joe Morton",Thriller
What Planet Are You From?,https://en.wikipedia.org/wiki/What_Planet_Are_You_From%3F,2000,Mike Nichols,"Garry Shandling, Annette Bening, John Goodman, Greg Kinnear, Linda Fiorentino","Comedy, sci-fi"
What Women Want,https://en.wikipedia.org/wiki/What_Women_Want,2000,Nancy Meyers,"Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda",Comedy
Whatever It Takes,https://en.wikipedia.org/wiki/Whatever_It_Takes_(2000_film),2000,David Raynr,"Shane West, Marla Sokoloff, Jodi Lyn O'Keefe, James Franco",Comedy
Where the Heart Is,https://en.wikipedia.org/wiki/Where_the_Heart_Is_(2000_film),2000,Matt Williams,"Natalie Portman, Ashley Judd, Stockard Channing, Joan Cusack, Keith David, Sally Field","Comedy, drama"
Where the Money Is,https://en.wikipedia.org/wiki/Where_the_Money_Is,2000,Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes","Comedy, crime"
Whipped,https://en.wikipedia.org/wiki/Whipped_(film),2000,Peter Cohen,"Amanda Peet, Callie Thorne, Brian Van Holt",Comedy
The Whole Nine Yards,https://en.wikipedia.org/wiki/The_Whole_Nine_Yards_(film),2000,Jonathan Lynn,"Bruce Willis, Matthew Perry, Rosanna Arquette, Natasha Henstridge, Michael Clarke Duncan, Amanda Peet, Kevin Pollak","Comedy, crime"
Woman on Top,https://en.wikipedia.org/wiki/Woman_on_Top,2000,Fina Torres,Penélope Cruz,Comedy
Wonder Boys,https://en.wikipedia.org/wiki/Wonder_Boys_(film),2000,Curtis Hanson,"Michael Douglas, Tobey Maguire, Frances McDormand, Katie Holmes, Robert Downey, Jr.","Comedy, drama"
 X-Men,https://en.wikipedia.org/wiki/X-Men_(film),2000,Bryan Singer,"Hugh Jackman, Patrick Stewart, Ian McKellen","Action, sci-fi"
 The Yards,https://en.wikipedia.org/wiki/The_Yards,2000,James Gray,"Mark Wahlberg, Charlize Theron, Joaquin Phoenix, James Caan, Ellen Burstyn, Faye Dunaway",Crime drama
You Can Count on Me,https://en.wikipedia.org/wiki/You_Can_Count_on_Me,2000,Kenneth Lonergan,"Laura Linney, Mark Ruffalo, Matthew Broderick",Drama
 15 Minutes,https://en.wikipedia.org/wiki/15_Minutes,2001,John Herzfeld,"Robert De Niro, Edward Burns, Kelsey Grammer","Action, Crime"
3000 Miles to Graceland,https://en.wikipedia.org/wiki/3000_Miles_to_Graceland,2001,Demian Lichtenstein,"Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater, David Arquette, Kevin Pollak, Howie Long, Ice-T","Action, Crime"
 A.I. Artificial Intelligence,https://en.wikipedia.org/wiki/A.I._Artificial_Intelligence,2001,Steven Spielberg,"Jude Law, Haley Joel Osment, William Hurt, Frances O'Connor, Sam Robards",Science fiction
The Affair of the Necklace,https://en.wikipedia.org/wiki/The_Affair_of_the_Necklace,2001,Charles Shyer,"Hilary Swank, Jonathan Pryce, Adrien Brody",Drama
Ali,https://en.wikipedia.org/wiki/Ali_(film),2001,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles, Jeffrey Wright, Ron Silver","Drama, Biography"
All Over the Guy,https://en.wikipedia.org/wiki/All_Over_the_Guy,2001,Julie Davis,"Sasha Alexander, Dan Bucatinsky, Adam Goldberg",Comedy
Along Came a Spider,https://en.wikipedia.org/wiki/Along_Came_a_Spider_(film),2001,Lee Tamahori,"Morgan Freeman, Monica Potter, Dylan Baker","Crime, thriller"
The Amati Girls,https://en.wikipedia.org/wiki/The_Amati_Girls,2001,Anne De Salvo,"Cloris Leachman, Mercedes Ruehl, Sean Young",Drama
America's Sweethearts,https://en.wikipedia.org/wiki/America%27s_Sweethearts,2001,Joe Roth,"Julia Roberts, Catherine Zeta-Jones, John Cusack, Billy Crystal",Comedy
The American Astronaut,https://en.wikipedia.org/wiki/The_American_Astronaut,2001,Cory McAbee,"Cory McAbee, Rocco Sisto",Musical
American Outlaws,https://en.wikipedia.org/wiki/American_Outlaws,2001,Les Mayfield,"Colin Farrell, Scott Caan, Ali Larter",Western
American Pie 2,https://en.wikipedia.org/wiki/American_Pie_2,2001,James Rogers,"Jason Biggs, Shannon Elizabeth, Chris Klein, Alyson Hannigan, Seann William Scott, Tara Reid, Eugene Levy",Comedy
An American Rhapsody,https://en.wikipedia.org/wiki/An_American_Rhapsody,2001,Éva Gárdos,"Scarlett Johansson, Nastassja Kinski, Tony Goldwyn",Drama
Amy's Orgasm,https://en.wikipedia.org/wiki/Amy%27s_Orgasm,2001,Julie Davis,"Julie Davis, Nick Chinlund, Jeff Cesario",Comedy
Angel Eyes,https://en.wikipedia.org/wiki/Angel_Eyes_(film),2001,Luis Mandoki,"Jennifer Lopez, James Caviezel, Jeremy Sisto",Romance
The Animal,https://en.wikipedia.org/wiki/The_Animal,2001,Luke Greenfield,"Rob Schneider, Colleen Haskell, John C. McGinley, Edward Asner",Comedy
The Anniversary Party,https://en.wikipedia.org/wiki/The_Anniversary_Party,2001,"Alan Cumming, Jennifer Jason Leigh","Alan Cumming, Jennifer Jason Leigh, Kevin Kline","Comedy, Drama"
Antitrust,https://en.wikipedia.org/wiki/Antitrust_(film),2001,Peter Howitt,"Ryan Phillippe, Rachael Leigh Cook, Claire Forlani, Tim Robbins",Crime drama
Atlantis: The Lost Empire,https://en.wikipedia.org/wiki/Atlantis:_The_Lost_Empire,2001,"Gary Trousdale, Kirk Wise","Michael J. Fox, Cree Summer, James Garner",Animation
 Baby Boy,https://en.wikipedia.org/wiki/Baby_Boy_(film),2001,John Singleton,"Tyrese Gibson, Snoop Dogg, Ving Rhames",Crime drama
Bandits,https://en.wikipedia.org/wiki/Bandits,2001,Barry Levinson,"Bruce Willis, Cate Blanchett, Billy Bob Thornton","Crime, Comedy"
Bartleby,https://en.wikipedia.org/wiki/Bartleby_(2001_film),2001,Jonathan Parker,"David Paymer, Crispin Glover, Glenne Headly","Comedy, Drama"
A Beautiful Mind,https://en.wikipedia.org/wiki/A_Beautiful_Mind_(film),2001,Ron Howard,"Russell Crowe, Jennifer Connelly, Ed Harris","Biography, Drama"
Behind Enemy Lines,https://en.wikipedia.org/wiki/Behind_Enemy_Lines_(2001_film),2001,John Moore,"Gene Hackman, Owen Wilson, David Keith",War
The Believer,https://en.wikipedia.org/wiki/The_Believer_(film),2001,Henry Bean,"Ryan Gosling, Billy Zane, Theresa Russell",Drama
Big Bad Love,https://en.wikipedia.org/wiki/Big_Bad_Love,2001,Arliss Howard,"Arliss Howard, Debra Winger, Paul Le Mat",Drama
Black Hawk Down,https://en.wikipedia.org/wiki/Black_Hawk_Down_(film),2001,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Hardy",War
Black Knight,https://en.wikipedia.org/wiki/Black_Knight_(film),2001,Gil Junger,Martin Lawrence,Comedy
Blow,https://en.wikipedia.org/wiki/Blow_(film),2001,Ted Demme,"Johnny Depp, Penélope Cruz","Biography, Drama"
Bones,https://en.wikipedia.org/wiki/Bones_(2001_film),2001,Ernest R. Dickerson,"Snoop Dogg, Pam Grier, Michael T. Weiss",Horror
A Boy Named Sue,https://en.wikipedia.org/wiki/A_Boy_Named_Sue_(film),2001,Julie Wyman,,Documentary
The Brothers,https://en.wikipedia.org/wiki/The_Brothers_(2001_film),2001,Gary Hardwick,"Morris Chestnut, D. L. Hughley, Bill Bellamy, Shemar Moore",Comedy
Bubble Boy,https://en.wikipedia.org/wiki/Bubble_Boy_(film),2001,Blair Hayes,Jake Gyllenhaal,Comedy
Buffalo Soldiers,https://en.wikipedia.org/wiki/Buffalo_Soldiers_(2001_film),2001,Gregor Jordan,"Joaquin Phoenix, Ed Harris, Anna Paquin","War, Comedy"
Bully,https://en.wikipedia.org/wiki/Bully_(2001_film),2001,Larry Clark,"Brad Renfro, Rachel Miner, Bijou Phillips",Crime drama
The Business of Strangers,https://en.wikipedia.org/wiki/The_Business_of_Strangers,2001,Patrick Stettner,"Julia Stiles, Stockard Channing, Marcus Giamatti",Thriller
 Captain Corelli's Mandolin,https://en.wikipedia.org/wiki/Captain_Corelli%27s_Mandolin_(film),2001,John Madden,"Nicolas Cage, Penélope Cruz",Romance
The Cat's Meow,https://en.wikipedia.org/wiki/The_Cat%27s_Meow,2001,Peter Bogdanovich,"Kirsten Dunst, Edward Herrmann, Eddie Izzard, Cary Elwes, Joanna Lumley, Jennifer Tilly",Drama
Cats & Dogs,https://en.wikipedia.org/wiki/Cats_%26_Dogs,2001,Lawrence Guterman,"Jeff Goldblum, Elizabeth Perkins, Tobey Maguire, Sean Hayes, Alec Baldwin, Alexander Pollock",Comedy
The Caveman's Valentine,https://en.wikipedia.org/wiki/The_Caveman%27s_Valentine,2001,Kasi Lemmons,"Samuel L. Jackson, Colm Feore, Ann Magnuson",Crime drama
The Center of the World,https://en.wikipedia.org/wiki/The_Center_of_the_World,2001,Wayne Wang,"Peter Sarsgaard, Molly Parker",Drama
Corky Romano,https://en.wikipedia.org/wiki/Corky_Romano,2001,Rob Pritts,"Chris Kattan, Peter Falk, Fred Ward",Comedy
CQ,https://en.wikipedia.org/wiki/CQ_(film),2001,Roman Coppola,"Jeremy Davies, Angela Lindvall",Science fiction
Crazy/Beautiful,https://en.wikipedia.org/wiki/Crazy/Beautiful,2001,John Stockwell,"Kirsten Dunst, Jay Hernandez, Bruce Davison",Romance
Crocodile Dundee in Los Angeles,https://en.wikipedia.org/wiki/Crocodile_Dundee_in_Los_Angeles,2001,Simon Wincer,"Paul Hogan, Linda Kozlowski, Jere Burns, Paul Rodriguez",Adventure
The Curse of the Jade Scorpion,https://en.wikipedia.org/wiki/The_Curse_of_the_Jade_Scorpion,2001,Woody Allen,"Woody Allen, Elizabeth Berkley, Helen Hunt, Dan Aykroyd",Comedy
 The Deep End,https://en.wikipedia.org/wiki/The_Deep_End_(film),2001,"Scott McGehee, David Siegel","Tilda Swinton, Goran Višnjić, Jonathan Tucker",Drama
Delivering Milo,https://en.wikipedia.org/wiki/Delivering_Milo,2001,Nick Castle,"Anton Yelchin, Albert Finney, Bridget Fonda",Comedy
Den,https://en.wikipedia.org/wiki/Den_(film),2001,Greg Arce,"Greg Arce, Stephanie Rettig, Lee Schall, Dana J. Ryan",Thriller
Dogtown and Z-Boys,https://en.wikipedia.org/wiki/Dogtown_and_Z-Boys,2001,Stacy Peralta,the history of skateboarding,Documentary
Domestic Disturbance,https://en.wikipedia.org/wiki/Domestic_Disturbance,2001,Harold Becker,"John Travolta, Vince Vaughn, Teri Polo",Thriller
Don't Say a Word,https://en.wikipedia.org/wiki/Don%27t_Say_a_Word,2001,Gary Fleder,"Michael Douglas, Sean Bean, Brittany Murphy",Thriller
Donnie Darko,https://en.wikipedia.org/wiki/Donnie_Darko,2001,Richard Kelly,"Jake Gyllenhaal, Jena Malone, Drew Barrymore, Mary McDonnell, Katharine Ross, Patrick Swayze, Noah Wyle",Science fiction
Double Take,https://en.wikipedia.org/wiki/Double_Take_(2001_film),2001,George Gallo,"Eddie Griffin, Orlando Jones",Comedy
Down to Earth,https://en.wikipedia.org/wiki/Down_to_Earth_(2001_film),2001,"Chris Weitz, Paul Weitz",Chris Rock,Comedy
Dr. Dolittle 2,https://en.wikipedia.org/wiki/Dr._Dolittle_2,2001,Steve Carr,"Eddie Murphy, Raven-Symoné, Kevin Pollak",Comedy
Driven,https://en.wikipedia.org/wiki/Driven_(2001_film),2001,Renny Harlin,"Sylvester Stallone, Burt Reynolds, Kip Pardue, Til Schweiger, Gina Gershon, Estella Warren",Action
Dumb Luck,https://en.wikipedia.org/wiki/Dumb_Luck_(film),2001,Craig Clyde,"Scott Baio, Tracy Nelson, Hal Linden",Comedy
 Earth vs. the Spider,https://en.wikipedia.org/wiki/Earth_vs._the_Spider,2001,Scott Ziehl,"Dan Aykroyd, Devon Gummersall, Amelia Heinle",Horror
Elvira's Haunted Hills,https://en.wikipedia.org/wiki/Elvira%27s_Haunted_Hills,2001,Sam Irvin,"Cassandra Peterson, Richard O'Brien, Mary Scheer",Horror
Enemy at the Gates,https://en.wikipedia.org/wiki/Enemy_at_the_Gates,2001,Jean-Jacques Annaud,"Jude Law, Ed Harris, Rachel Weisz, Joseph Fiennes, Bob Hoskins",War
Escape from Hell,https://en.wikipedia.org/wiki/Escape_from_Hell_(2001_film),2001,Danny Carrales,"Daniel Kruse, Emilie Jo Tisdale, Terry Jernigan",Horror
Evolution,https://en.wikipedia.org/wiki/Evolution_(2001_film),2001,Ivan Reitman,"David Duchovny, Orlando Jones, Seann William Scott, Julianne Moore",Science fiction
Exit Wounds,https://en.wikipedia.org/wiki/Exit_Wounds,2001,Andrzej Bartkowiak,"Steven Seagal, DMX, Anthony Anderson",Action
 The Fast and the Furious,https://en.wikipedia.org/wiki/The_Fast_and_the_Furious_(2001_film),2001,Rob Cohen,"Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster",Action
Festival in Cannes,https://en.wikipedia.org/wiki/Festival_in_Cannes,2001,Henry Jaglom,"Anouk Aimée, Greta Scacchi, Maximilian Schell, Ron Silver",Comedy
Final Fantasy: The Spirits Within,https://en.wikipedia.org/wiki/Final_Fantasy:_The_Spirits_Within,2001,Hironobu Sakaguchi,"Ming-Na, Alec Baldwin, James Woods, Donald Sutherland, Ving Rhames, Steve Buscemi, Peri Gilpin",Fantasy
Finder's Fee,https://en.wikipedia.org/wiki/Finder%27s_Fee,2001,Jeff Probst,"Erik Palladino, James Earl Jones, Ryan Reynolds, Dash Mihok",Thriller
The Fluffer,https://en.wikipedia.org/wiki/The_Fluffer,2001,"Wash West, Richard Glatzer","Scott Gurney, Taylor Negron, Roxanne Day",Comedy
The Forsaken,https://en.wikipedia.org/wiki/The_Forsaken_(film),2001,J. S. Cardone,"Kerr Smith, Brendan Fehr, Izabella Miko",Horror
Frailty,https://en.wikipedia.org/wiki/Frailty_(film),2001,Bill Paxton,"Bill Paxton, Powers Boothe, Matthew McConaughey",Horror
Freddy Got Fingered,https://en.wikipedia.org/wiki/Freddy_Got_Fingered,2001,Tom Green,"Tom Green, Rip Torn, Harland Williams, Marisa Coughlan, Eddie Kaye Thomas, Julie Hagerty",Comedy
From Hell,https://en.wikipedia.org/wiki/From_Hell_(film),2001,Albert and Allen Hughes,"Johnny Depp, Heather Graham, Ian Holm",Crime drama
 Get Over It,https://en.wikipedia.org/wiki/Get_Over_It_(film),2001,Tommy O'Haver,"Kirsten Dunst, Ben Foster, Sisqó, Shane West, Colin Hanks, Martin Short, Carmen Electra",Musical
Ghost World,https://en.wikipedia.org/wiki/Ghost_World_(film),2001,Terry Zwigoff,"Thora Birch, Scarlett Johansson, Brad Renfro, Illeana Douglas, Steve Buscemi",Drama
Ghosts of Mars,https://en.wikipedia.org/wiki/Ghosts_of_Mars,2001,John Carpenter,"Ice Cube, Natasha Henstridge, Joanna Cassidy",Science fiction
The Glass House,https://en.wikipedia.org/wiki/The_Glass_House_(2001_film),2001,Daniel Sackheim,"Leelee Sobieski, Diane Lane, Stellan Skarsgård",Thriller
Glitter,https://en.wikipedia.org/wiki/Glitter_(film),2001,Vondie Curtis-Hall,"Mariah Carey, Max Beesley, Terrence Howard, Ann Magnuson",Musical
God Didn't Give Me a Week's Notice,https://en.wikipedia.org/wiki/God_Didn%27t_Give_Me_a_Week%27s_Notice,2001,Richard Daily,Margaret Holloway,Documentary
Good Neighbor,https://en.wikipedia.org/wiki/Good_Neighbor,2001,Todd Turner,"Billy Dee Williams, Danica McKellar, Tobin Bell",Thriller
Gosford Park,https://en.wikipedia.org/wiki/Gosford_Park,2001,Robert Altman,"Michael Gambon, Kristin Scott Thomas, Maggie Smith, Helen Mirren, Alan Bates, Bob Balaban, Clive Owen","Mystery, Comedy"
The Grey Zone,https://en.wikipedia.org/wiki/The_Grey_Zone,2001,Tim Blake Nelson,"Harvey Keitel, Natasha Lyonne, David Arquette",Drama
 Hannibal,https://en.wikipedia.org/wiki/Hannibal_(film),2001,Ridley Scott,"Anthony Hopkins, Julianne Moore, Gary Oldman, Giancarlo Giannini, Ray Liotta",Thriller
Hardball,https://en.wikipedia.org/wiki/Hardball_(film),2001,Brian Robbins,"Keanu Reeves, Diane Lane, John Hawkes",Drama
Harry Potter and the Sorcerer's Stone,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Philosopher%27s_Stone_(film),2001,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Maggie Smith, Robbie Coltrane",Fantasy
Harvard Man,https://en.wikipedia.org/wiki/Harvard_Man,2001,James Toback,"Adrien Grenier, Sarah Michelle Gellar, Joey Lauren Adams",Drama
Head Over Heels,https://en.wikipedia.org/wiki/Head_Over_Heels_(2001_film),2001,Mark Waters,"Monica Potter, Freddie Prinze, Jr.",Romantic comedy
Heartbreakers,https://en.wikipedia.org/wiki/Heartbreakers_(2001_film),2001,David Mirkin,"Sigourney Weaver, Jennifer Love Hewitt, Gene Hackman, Ray Liotta",Comedy
Hearts in Atlantis,https://en.wikipedia.org/wiki/Hearts_in_Atlantis_(film),2001,Scott Hicks,"Anthony Hopkins, Anton Yelchin, Hope Davis, David Morse",Drama
Hedwig and the Angry Inch,https://en.wikipedia.org/wiki/Hedwig_and_the_Angry_Inch_(film),2001,John Cameron Mitchell,"John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski, Rob Campbell",Musical comedy
Heist,https://en.wikipedia.org/wiki/Heist_(film),2001,David Mamet,"Gene Hackman, Danny DeVito, Delroy Lindo, Sam Rockwell, Rebecca Pidgeon, Ricky Jay",Crime drama
